,Temperature,Humidity,Soil_Moisture,Raindrop,Soil_pH,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Crop_Type,Fertilizer_Type
0,17.894641238275778,66.65374524726067,3518.493152919172,7.737257002495061,8.216846012717877,86.99262995034555,31.039613624645934,67.23690377912273,CropB,FertilizerY
1,33.633473175668854,70.12240394346702,2022.2779461983696,6.777543993314775,5.5255535730331165,3.0317040517880978,24.287388680246757,98.65544549442649,CropB,FertilizerY
2,18.945214599381877,36.08733648268422,1397.3926148235498,1.5635870125839424,4.232891540327586,88.08198270486746,74.19807164984128,16.513610342352646,CropB,FertilizerY
3,33.61946491511354,50.131172121268364,3776.362283150847,4.863371896896646,4.169113194657873,29.141353679507187,51.6215536040682,13.547446386906891,CropB,FertilizerY
4,22.28623397639131,37.25364644031457,1229.5083705664474,7.950551365425019,4.9735369732484385,43.51146232303419,54.97860038600761,35.70124933510114,CropB,FertilizerY
5,10.902557986154472,77.44022939386238,3121.4052230441143,7.683453746682646,4.403123573776906,53.06289725805371,42.457037868741175,65.38421565952711,CropB,FertilizerY
6,33.02282099759911,71.29941549833057,3648.971089260943,9.712289497424466,7.572459024180539,41.052063138836324,91.17539752594098,75.47114808089668,CropB,FertilizerY
7,36.978229091547654,31.0036305964766,1359.8837342535107,4.632728019211767,7.035151251490933,62.89053003313968,4.717038720433154,47.21664020571249,CropB,FertilizerY
8,13.593617682149779,78.5191519461562,2557.3751384485367,8.263173626132549,7.4906546439246835,83.48593427444425,78.38476817599229,1.467604009195289,CropB,FertilizerY
9,27.557046662576884,37.091257458762506,1158.488839332752,0.07353363762323317,6.396076782223199,69.59521368206579,80.65602098937961,36.927722000420204,CropB,FertilizerY
10,12.152726639949524,34.20027129007985,2376.720702296485,6.4258738041038574,6.130990106386715,23.883793896665306,39.176422712423545,89.86721817270723,CropC,FertilizerY
11,34.89662628872906,31.630387969145335,3362.122172779268,2.7885731746547604,5.6289012965748615,91.8895359543995,6.8545376924941,44.20760349432366,CropC,FertilizerY
12,39.63876905055858,69.53299444614919,1912.0293349912554,1.563089151047098,7.660629744170437,69.45084426323318,78.29739029126993,8.265774607875887,CropC,FertilizerY
13,24.849774054596093,76.26304283864864,1699.7701027430217,7.3825315046179085,4.007978275664471,13.645035335549405,45.07157339739541,14.33903615524229,CropC,FertilizerY
14,19.401932070758413,34.781164281212455,1754.9840173308,3.711535453885806,6.319818709428151,72.98652599745456,61.93218945543347,60.46156401797522,CropC,FertilizerY
15,35.37247845276273,79.16562100064976,3373.766286527608,6.139079927149074,5.681777782196795,3.408748961976016,80.42612752414702,41.47643654339961,CropC,FertilizerY
16,25.62337360944418,45.792982134856544,3921.1512970642366,8.305025531464587,4.69344764760672,62.48069908902371,16.66066392129022,1.921772594286908,CropC,FertilizerY
17,23.470771315080675,63.942237902694885,1685.0189877350488,5.375854879734846,7.203078345212502,92.466045183615,36.57495261112436,83.4950457786776,CropC,FertilizerY
18,16.834227600333804,79.31328686854425,1205.980072475207,4.397022418439804,5.206761934544214,57.4881532402898,69.24423977346032,50.498860351960595,CropC,FertilizerY
19,28.48053430798376,30.424766517016423,1377.6854867598954,6.209508472000475,5.879610107514998,30.68813550973497,34.256274719671524,78.49178885591334,CropC,FertilizerY
20,28.189527193006782,57.33928365851794,2884.7341978710706,9.960702572257059,5.304188852604627,98.82998292204906,36.94822955664843,82.91889313129795,CropA,FertilizerZ
21,17.88503232538372,62.799327468858685,3028.3207700464836,1.268687676603636,6.743062313085879,80.8539856504138,74.27030999400685,16.820768223026185,CropA,FertilizerZ
22,16.34230303981039,48.56808045302822,2347.9383486480206,2.7117290348358547,4.048827817996169,24.78795766423365,74.54898123839826,88.45076772995036,CropA,FertilizerZ
23,23.156978516466772,35.49865159791838,1237.9995320135313,9.342447266102536,6.950651454879249,7.22321379152665,60.06485508922883,35.979642029581214,CropA,FertilizerZ
24,23.524483034347355,61.05600989042662,3784.2664898338758,9.948210646670097,5.85917118133473,96.60895374812097,41.16521295219256,18.36924457726593,CropA,FertilizerZ
25,13.852335619483735,32.350058323976114,3789.8667452370432,5.577982963050521,7.214098537906799,3.526857579789877,38.824552045390625,37.73268881860488,CropA,FertilizerZ
